,mu1,mu2,mu3,sigma1,sigma2,sigma3,pi1,pi2,pi3
317,0.012562234,0.0064632297,-0.0012279619,0.07312906,0.029144287,0.009554446,0.0015012298,0.12525749,0.87324125
318,0.012885857,0.0055282116,-0.0017668474,0.07286453,0.028983891,0.009493887,0.0014872912,0.124883525,0.87362915
319,0.015350539,0.0046219826,-0.0020657647,0.07417619,0.029656231,0.009779334,0.0015460516,0.12625246,0.8722015
320,0.014717583,0.005758524,-0.0013394821,0.07475644,0.029991925,0.009927034,0.0015787806,0.12709843,0.8713228
321,0.013193671,0.008005202,-6.233342e-05,0.075906515,0.030635,0.010227859,0.0016445967,0.12878308,0.86957234
322,0.015445221,0.0072590113,-0.00037561543,0.07730222,0.031349957,0.010544121,0.0017107968,0.13023177,0.8680575
323,0.017294887,0.0053552985,-0.0013748277,0.07678193,0.031048357,0.010389686,0.0016761714,0.12931783,0.86900604
324,0.013927702,0.0074879527,-0.00027691014,0.075939775,0.030653715,0.010225892,0.0016441577,0.12873088,0.869625
325,0.015580494,0.0066555142,-0.0007409323,0.07651079,0.03092724,0.010342777,0.0016675356,0.12920362,0.8691288
326,0.017777774,0.005337417,-0.0014084447,0.0767107,0.031012118,0.010357499,0.0016695531,0.12913375,0.8691967
327,0.01507299,0.0067954063,-0.0007395018,0.07548362,0.030398428,0.010087132,0.0016141296,0.12794335,0.87044257
328,0.012898687,0.008182526,-0.00011740811,0.075077176,0.03019756,0.010016084,0.0015999739,0.12771504,0.87068504
329,0.011615757,0.009919167,0.00086529367,0.07629806,0.030858457,0.01033932,0.0016696352,0.12946965,0.8688607
330,0.016322214,0.005824387,-0.0012652744,0.0765751,0.030923665,0.010353208,0.0016677163,0.12917599,0.8691563
331,0.012053955,0.008756936,0.00041957013,0.076308906,0.030861199,0.010353088,0.0016718938,0.12949851,0.8688296
332,0.016326863,0.005409479,-0.0013381708,0.07692331,0.031115472,0.010452688,0.0016889075,0.12967306,0.86863804
333,0.019613896,0.0035725236,-0.0021586884,0.07745218,0.031383216,0.010533214,0.001705319,0.12987606,0.86841863
334,0.011417437,0.010463595,0.0015013944,0.077329755,0.03146118,0.010609984,0.0017301979,0.13088942,0.8673804
335,0.016968716,0.0063732862,-0.0007485617,0.078050494,0.031735063,0.010714591,0.0017465049,0.13097371,0.8672798
336,0.017328758,0.007456422,3.440492e-05,0.079179406,0.03237605,0.01098907,0.0018082458,0.13235143,0.8658403
337,0.020090956,0.004941404,-0.0014598835,0.07816309,0.031783104,0.01068151,0.0017389558,0.13062768,0.86763334
338,0.010962252,0.011989415,0.0021658074,0.0772478,0.031434,0.010572374,0.0017237221,0.13076489,0.8675114
339,0.014271397,0.007488847,-0.0005242098,0.07587814,0.030584693,0.010196805,0.001636363,0.1285319,0.8698317
340,0.011536825,0.010514855,0.0013004076,0.07725984,0.031380057,0.0105858445,0.0017230392,0.13073035,0.86754656
341,0.015941296,0.0051918626,-0.0015685428,0.07610345,0.030668795,0.010252714,0.0016457567,0.1286725,0.8696817
342,0.014075641,0.0074610114,-0.000136422,0.07710749,0.031265497,0.010530651,0.0017085965,0.13025385,0.8680375
343,0.016837273,0.007351756,-4.8564747e-05,0.0795812,0.032575846,0.0111115575,0.0018336853,0.13294657,0.8652197
344,0.019336585,0.003047824,-0.00247805,0.07678014,0.031021714,0.010373533,0.0016707585,0.12907675,0.8692525
345,0.015625183,0.007150173,-0.00022141822,0.077153206,0.031312585,0.010504067,0.0017042417,0.13005747,0.86823833
346,0.018395666,0.005343437,-0.0013371576,0.077026844,0.031191528,0.010422766,0.0016841065,0.12943971,0.8688762
347,0.011023108,0.013992012,0.0033727419,0.079547584,0.03269428,0.011150122,0.0018511744,0.13364658,0.8645023
348,0.0148263015,0.008551538,0.0001804959,0.077626705,0.031523585,0.010622501,0.0017281626,0.13067281,0.86759907
349,0.015840236,0.007255733,-0.00038616545,0.07734656,0.03136784,0.010545909,0.0017110881,0.13022105,0.8680678
350,0.017524052,0.0034685135,-0.0025824178,0.074713886,0.029923141,0.009879649,0.0015662427,0.12664223,0.8717915
